Code	Line #	House	Room	Container	Object	Quantity	Value	Substrate	Trim or Accouterments	Contents	Size and Shape	Color	Condition	Function	Style	Gender	Owner	Other words	NumOther
1405-03 	68 					duas, duo 		ferri 										astes, et, gratusas, sive, verii 	5
1405-03 	69 				tionerium 	unum 		ferri 											1
1405-03 	70 					duos, tres 												brocos, et, sedendi, sellas 	4
1405-03 	71 					unam 							veterem 					capciam, modici, valoris 	3
1405-03 	72 				candelabra 	duo 		lotoni 											1
1405-03 	73 					unum 					terre 							augnum?, urseum 	2
1405-03 	74 				ollas 	duas 					terre 								1
1405-03 	76 				colcam 	unam 			cum bredola 		magnam 								1
1405-03 	77 				matalacium 	unum 													1
1405-03 	78 				lintiamina 	duo 													1
1405-03 	79 				copertam 	unam 						de livido 							1
1405-03 	80 				flassiatam 	unam 													1
1405-03 	81 					unum 						de livido 						copertorium, modici, valoris 	3
1405-03 	82 					quinque 			cum listis [edging] rubeis 									[cushions], bancalium, petias 	3
1405-03 	83 					quinque 												cortinarum, de tela, petias, viridi 	4
1405-03 	84 				translitium 	unum 													1
1405-03 	85 					unam 						de livido 						copertam, lecti 	2
1405-03 	86 					unum 					parvum 							copertorium, de burdo 	2
1405-03 	87 				flassiatam 	unam 									listatam 				1
1405-03 	88 				capciam 	unam 							veterem 						1
1405-03 	89 					aliam, quandam 												capciam, eam, et, infra, res, sequentes,, sistentes, viz 	8
1405-03 	93 												bonas, debiles 					longerias, quam, quatuordecim, tam 	4
1405-03 	97 				colcam 	unam 			cum uno matalacio 		parvam 								1
1405-03 	98 					duas 												flassiatas, modici, valoris 	3
1405-03 	99 				jarras 	quinque 					terre 								1
1405-03 	100 				bassinetam 	unam 					parvam 								1
1405-03 	102 					unam 		auri, panni 	foderatum 									Guillelmi, Johannis, Massilete, Urbaneum, civitatis, coloris, condam, de variis, dicte, dicti, dicti, dixit, domine, exequiarum, existentem, florenis, in, mantellum, penes, pignore, pro duodecim, pro expensis, reperisse, se, viholeti 	25
1405-03 	103 					quandam, quandam 		panni, panni 	foderatum 			lividi, lividi, rubei 	veteri 					Cambale, Guillelmi, Rixendem, civitate, coloris, coloris, condam, cotam, dicte, dicti, dicti, dominam, domine, et, et, funeria, in, mantellum, penes, penes, pignore, pro cera, quendam, sindone, sistentes 	25
1405-6 	6 				mapas 	duas 							debiles 						1
1405-6 	7 				lintiamina 	duo 							bona 						1
1405-6 	8 					alia, sex 												lintiamina, modici, valoris 	3
1405-6 	9 				tohalholas 	duas 													1
1405-6 	10 				potum 	unum 		stagni 											1
1405-6 	11 					aygaderiam, unam 		stagni 											0
1405-6 	12 					unum 					parvum 							bassinum, modici, valoris 	3
1405-6 	13 					unum 					parvum 							cacobum, modici, valoris 	3
1405-6 	14 				capcias 	duas 													1
1405-6 	15 				capciam 	unam 							fractam 						1
1405-6 	16 					duas 					terre 							pictas, scutellas 	2
1405-6 	17 					duobus, una, una, unum 		lanea 										colca, et, lectum, munitum, traverseriis 	5
1405-6 	18 				ayssatam 	unam 							veterem 						1
1405-6 	19 					duo 												candelabra, metalli 	2
1405-6 	20 				oran 	unum 													1
1405-6 	21 				auricularis 	unam 													1
1405-6 	22 																	forsites, quasdam 	2
1405-6 	23 																	condulatorias, quatuor 	2
1405-6 	24 					unam 												boyssiam, pictam 	2
1405-6 	25 					unum 												barral, cadum, sive 	3
1405-6 	26 				crucibolla 	duo 													1
1405-6 	27 					unum 												lapideum, morterium 	2
1405-6 	28 					alium, unum 							fractum 					marmoreum, morterium 	2
1405-6 	29 					tres 												ebraicos, libros, pargameni 	3
1405-6 	30 				ollam 	unam 					terram 								1
1405-6 	31 					unum 												corii, modicii, sive, stuch, stuerium, valoris 	6
1405-6 	32 					unum, unum 												coffrum, dixit, infra, invenisse, pecten, quod 	6
1405-6 	33 					aliam, unam, unam 					parvam 		fractam 					et, integram, lapideam, pilam 	4
1405-6 	34 					duorum, unum 												endes, pedum? 	2
1405-6 	35 				scutellas 	quinque 		fusteas 											1
1405-6 	36 				sisoria 	sex 		fustea 											1
1405-6 	37 					unam 								ad tenendum 				gabiam, gallinas 	2
1405-6 	38 				bancos 	tres 		fusteos 											1
1405-6 	39 				sellas 	tres 		fustas 											1
1405-6 	40 					unum 		burelli, panni 										mantuletum, modici, valoris 	3
1405-6 	41 				mantuletum 	alium, unum 		burelli, panni 					laceratum 						1
1405-6 	42 				gallum 	unum 													1
1405-6 	43 				gallinas 	tres 													1
1405-6 	44 																	cardas, quasdas 	2
1405-6 	45 					unam 												cupertellam, olle 	2
1405-6 	46 					pro tribus, unum 					parvum 							Leonem, Vide, bassinum, existentem, grossis., in, penes, pignore 	8
1405-6 	47 					quandam 												Massilie, Sarturan, civitatis, confrontatam, dicte, dicto, et, finibus, in, loco, servilem, sitam, suis, territorio, vineam 	15
1405-07 	67 				ensem 	unum 			cum vazina 										1
1405-07 	68 					unum 												glavium, pictum 	2
1405-07 	69 				peyreriam 	unam 													1
1405-07 	70 					duas 												privatas?, servellerias 	2
1405-07 	71 					quandam 					magnam 							capciam, dixit, infra, primo, quam, reperisse, res, sequentes 	8
1405-07 	73 				dobletum 	unum 			cum manicis panni de viridi 										1
1405-07 	74 					quandam 						rubeam 	veterem 					modici, tunicam, valoris 	3
1405-07 	75 							pannum 										de cotono, pictum, quendam 	3
1405-07 	76 					quandam 						croceam 						istoriatam, sayham 	2
1405-07 	77 				vanoham 	quandam 			cum floribus lilii 			albam 							1
1405-07 	78 					quandam 		panni 										chopam, cororis??, dicti, domine, “roheyha” 	5
1405-07 	79 					aliam, quandam 		panni 	cum decemocto condulis perlarum minutarum? 									chopam, eiusdem 	2
1405-07 	80 					quandam 		panni 	cum tribus magnis condulis et duobus parvis perlarum 			sanguiney 						coloris, domine, mantam 	3
1405-07 	81 					duas 		burelli, panni 	foderatas 			rubea 						Guillelmi, chopas, dicti, felezenorum, sayha 	5
1405-07 	82 				aurelherios 	duos 		cirici 				rubei 	veteres 						1
1405-07 	83 					quandam 		panni 	foderatam 			livida, viridis 						[lividi, choipam, coloris, crossed, domini, out], tela 	7
1405-07 	84 					novem 												condulos, perlarum 	2
1405-07 	85 					alium, duo, tria 						sanguiney 						capucia, coloris, coloris, dicti, domine,, et, “roheyha” 	7
1405-07 	86 					aliud 						lividi 						capucium, coloris, domine, quoddam 	4
1405-07 	87 					trium, unam 		argenti 				albam 						ponderis, taciam, unciarum 	3
1405-07 	88 				culhayreros 	duos 		argenti 											1
1405-07 	89 																	Guillelmi, capucium, coloris, condam, de roheyha, dicti, quoddam 	7
1405-07 	90 							argenti 										coffetum, coralli, dixit, et, infra, patrenostres, quem, quendam, quosdam, reperisse 	10
1405-07 	91 					quandam 												decemseptem, fronteriam, operum, perlarum 	4
1405-07 	92 					unam 			cum vigintinovem clavellis computatis funella? et pendenti 			argenteam 			superdeauratam 			domine, zonam 	2
1405-07 	93 					octo 												condulos, perlarum 	2
1405-07 	94 					alios, octo 												conduletos, perlarum 	2
1405-07 	95 							aureum 	cum uno lapide viridi 									anulum, quendam 	2
1405-07 	96 					alium 		aureum 	cum uno lapide viridi et quatuor perlis 									anulum, quendam 	2
1405-07 	97 				anulum 	alium, unum 		aureum 	cum una perla 										1
1405-07 	98 					unum 		ferratum 		vacuum 	parvum 							cofrum, viride 	2
1405-07 	99 				cofretum 	aliud, unum 													1
1405-07 	100 					aliam, quandam 												capciam, dixerunt, infra, quam, reperisse, res, sequentes 	7
1405-07 	102 				boysseas 	tres 		fusteas 											1
1405-07 	103 																	lintiamina, undecim, usata 	3
1405-07 	104 					duas, una 					longior 							altera, cotonine, est, pessias, quarum, sive, telas 	7
1405-07 	105 					duo, trium 												laserata, lintiamina, penna?, telarum 	4
1405-07 	106 					aliud, duarum, unum 												laseratum, lintiamen, prunum, telarum 	4
1405-07 	107 					octo 												mapas, usatas 	2
1405-07 	108 																	duodecim, tohalhonos, usatos 	3
1405-07 	109 				longerias 	sex 													1
1405-07 	110 				manutergia 	tria 													1
1405-07 	111 				tohalholas 	duas 													1
1405-07 	112 				capitergia 	quinque 													1
1405-07 	113 					aliam, quandam 												capciam, dixerunt, infra, instrumenta, invenisse, nucis, plura, quam, se 	9
1405-07 	114 					unum 												baliste, crocum 	2
1405-07 	115 				capcietam 	unam 					parvam 								1
1405-07 	118 					una, uno, uno, unum 					parvum 							et, flassiata, lectum, matalacio, munitum, traverserio 	6
1405-07 	119 				capciam 	unam 				vacuam 			veterem 						1
1405-07 	120 				capcietam 	aliam, unam 					parvam 								1
1405-07 	122 				concam 	unam 		cupri 			magnam 								1
1405-07 	123 				bassinam 	unam 		cupri 			rotundam 								1
1405-07 	124 				bassinum 	unum 		cupri 			parvum 								1
1405-07 	125 					duorum, unum 					capacitatis 							broquorum, cacobum 	2
1405-07 	126 					alium, unius, unum 					capacitatis 							broqui, cacobum, et, medii 	4
1405-07 	127 				tianetum 	unum 		cupri 											1
1405-07 	128 				sargaginem 	unam 													1
1405-07 	129 					aliam, unam 						castanearum 			perforatam 			(pan, chestnuts), for, roasting, sartaginem 	5
1405-07 	130 				craticulam 	unam 													1
1405-07 	131 				tionerium 	unum 		ferri 											1
1405-07 	132 					unum 			cum pedibus 									aste, sive, veru 	3
1405-07 	133 					alia, duo 					parva 							astes, sive, veru 	3
1405-07 	134 					unum 												lapideum, morterium 	2
1405-07 	135 					alium, unum 												marmoreum, morterium 	2
1407-01 	3 					quandam 												fayssiarum..., quatuor, vineam 	3
1407-01 	4 					quandam, tres 					terram 							apud, fratres..., scitam 	3
1407-01 	8 				saqui 	tres 					magni 								1
1407-01 	9 					duo 							antiqui 					calaviami?, de sapo 	2
1407-01 	10 					due, trabes 													0
1407-01 	11 					una 			cum taulonis 									mensales, tabula 	2
1407-01 	12 					duo 					parvi 							banqui, scanni, sive 	3
1407-01 	13 				broquum 	unum 			cum cubertello 										1
1407-01 	15 					unum 												ad vendendum, taulerium, vinum 	3
1407-01 	16 				colca 	una 		fuste 	cum uno banco parvo 										1
1407-01 	17 				matalacium 	unum 		lane 											1
1407-01 	18 					unum 												plume, pulvinar 	2
1407-01 	19 				trayllissium 	unum 													1
1407-01 	20 					una 							debilis 					flassiata, satis 	2
1407-01 	21 					unam 		fuste 										cessoria, cloquear, et 	3
1407-01 	22 																	alfe, coffini 	2
1407-01 	23 				crucibola 	duo 													1
1407-01 	24 				tianum 	unum 		cupri 											1
1407-01 	25 					alia, due, una 		cupri 			magna, parva 							et, sartagines 	2
1407-01 	26 					unum 												aste, sive, verutum 	3
1407-01 	27 					una 					longeria 								0
1407-01 	28 					unum 												f?, lintiamen, par? 	3
1407-01 	29 				lanterna 	una 													1
1407-01 	30 					una 		fuste 										ad mensurandum, bladum, uchena 	3
1407-01 	31 					quinque, una 					longitudinis 							capsieta, de nuce, fuerunt, infra, palmorum, quam, reperte, res, subscripte 	9
1407-01 	33 				potum 	unum 		stagni 											1
1407-01 	34 				platum 	unum 		stagni 											1
1407-01 	35 				sculette 	sex 		stagni 											1
1407-01 	36 				grazalleti 	sex 		stagni 											1
1407-01 	37 					due 					longerie 								0
1407-01 	38 				manutergium 	unum 													1
1407-01 	39 				mape 	due 													1
1407-01 	40 				lintiamina 	tria 													1
1407-01 	41 					unum 												Massiliensis, autem”, breviarum, calumpna, ecclesie, eiusdem, eodem, et, et, et, finit, folio, folio, folio, in, in, in, in, incipit, incipit, incipit, incipit, kalendarium, mortuorum, officium, post, primo, quarta, quod, ultimo, usus, “eruere”, “mini”, “tu 	34
1407-01 	42 				gracua 	una 		ferri 											1
1407-01 	43 					unum 												modici, scriptorium, valoris 	3
1407-01 	44 																	forfitete, modici, quedam, valoris 	4
1407-01 	45 					aliud, unum 												breviarum, en, eodem, eodem, et, et, et, fini, finit, folio, folio, hominabatur?, imperfectum, in, in, in, incipit, incipit, kalendarium, post, primo, quod, ultimo, “ab, “antiphona”, “missionem”, “volutas” 	27
1407-01 	46 												antique 					de sapo, tramete 	2
1407-01 	49 				cloquearia 	octo 		fuste 											1
1407-01 	50 							fuste 										cessoria, quatuor 	2
1407-01 	51 					duo 		ferri 										candelabra, modici, valoris 	3
1407-01 	52 				endes 	unum 													1
1407-01 	53 					unum 												lapidis, morterium 	2
1407-01 	54 				enbuti 	duo 		ferri 			parvi 								1
1407-01 	55 					una 					parva 							capsieta, modici, valoris 	3
1407-01 	56 					una 												cella, sedendi 	2
1407-01 	59 				torcular 	unum 													1
1407-01 	60 				descargadoyra 	una 													1
1407-01 	61 				trahedoyra 	una 													1
1407-01 	62 				embutum 	unum 							novum 						1
1407-01 	63 					unum 				vacuum 	capacitatis, magnum 							circa, milhayrolas, vas, vel 	4
1407-01 	64 					aliud, unum 				vacuum 	capacitatis 							circa, milhayrolas, vas, vel 	4
1407-01 	65 					duo 				vacua 	capacitatis 							cuiuslibet, milhayrolas, vasa 	3
1407-01 	66 					tres 				vacue, vacue 								bote, sive, vegetes 	3
1407-01 	67 					alia, octo, una 					capacitatis 							bota, milhayrolas 	2
1407-01 	68 				carratellum 	unum 													1
1407-01 	69 					duos 												cartinos, sive, tolares 	3
1407-01 	70 				broquetum 	unum 													1
1407-01 	71 				scalam 	unam 													1
1407-01 	72 				ayssadas 	duas 													1
1407-01 	73 				secures 	duas 													1
1407-01 	74 					unam 												piram?, pitam? 	2
1407-01 	77 					unum 												dreysatorium, sive, tauletum 	3
1407-01 	78 					duos 												sive, tabula, taulonos 	3
1407-01 	79 					unam, unam 		panni 	folratam 			alba, lividis 						almussam, penna 	2
1407-01 	80 				superllitilium 	unum 													1
1407-01 	81 					unam 		panni 										capam, nigri 	2
1407-01 	82 					unam 												gavachiam, tele 	2
1407-01 	83 				colcam 	unam 		fuste 											1
1407-01 	84 				matalacium 	unum 		lane 											1
1407-01 	85 					unum 		lane 										plume, pulvinar 	2
1407-01 	86 				mapas 	tres 													1
1407-01 	87 					unam, unum 												et, longeriam, manutergium 	3
1407-01 	88 					una 					parva 							capsieta, de sapo 	2
1407-01 	89 																	lintiamina, quatuor 	2
1407-01 	90 					unam 												caderiam, pro assellando 	2
1407-01 	91 				scannum 	unum 													1
1407-01 	92 				flassiatas 	duas 													1
1407-01 	93 					unam 												capsietam, cubertello, modici, sive, valoris 	5
1407-01 	94 					unam 												ad modum, arquibanqui, capsiam, factam, in, quo, reperte, res, sunt, suscripte 	10
1407-01 	96 					unum 		panni 				lividis 						hominis, mantulum 	2
1407-01 	97 					unam 		panni 										chopa, hominis, obscuri 	3
1407-01 	98 				saculum 	unum 			cum diversis scripturis 										1
1409-01 	8 					aliquam 												d________, quantitatem 	2
1409-01 	9 				platelleti 			fuste 					novi 						1
1409-01 	10 										parvum 							______, cofretum 	2
1409-01 	11 				mastram 	unam 							bonam 						1
1409-01 	12 					aliam 												mastram, pauci, valoris 	3
1409-01 	13 				banquetum 														1
1409-01 	14 				mastretam 						parvam 								1
1409-01 	15 																	tabulas, tendendi 	2
1409-01 	16 					unius 												broqui, cacobum, circa 	3
1409-01 	17 				pavezium 														1
1409-01 	18 				bloquerios 														1
1409-01 	19 				putatoyra 														1
1409-01 	20 				faussilhas 														1
1409-01 	21 				tamisium 														1
1409-01 	22 				cruvellum 														1
1409-01 	23 				culcitram 						parvam 								1
1409-01 	24 				flaciatam 														1
1409-01 	25 				coffinos 														1
1409-01 	26 				berroerios 					vacuos 									1
1409-01 	27 					duarum 					eminarum 							berroerium, circa, farine, plenum 	4
1409-01 	28 				gavanholam 						parvam 								1
1409-01 	29 							ferri 										forcam, ventandi 	2
1409-01 	30 							fuste 										ad ventandi, forcatos 	2
1409-01 	31 					trium 												cellestam, pedum 	2
1409-01 	32 					aliam, trium 												cellam, pedum, rodundam 	3
1409-01 	33 				olam 						terre 		novam 						1
1409-01 	34 				platelletum 			fuste 											1
1409-01 	35 																	pauci, scrineum, valoris 	3
1409-01 	36 				scutellam 			fuste 			magnam 								1
1409-01 	37 					quodam 												in, orri 	2
1409-01 	40 																	__, alphe, coffines 	3
1409-01 	43 				crucibolum 														1
1409-01 	46 				vege 														1
1409-01 	47 										capacitatis, milhayrolarum 							botas, circa, quolibet, vel 	4
1409-01 	48 																	barrilam, pauci, valoris 	3
1409-01 	49 				enbutum 			ferri 											1
1409-01 	50 				barutellos 														1
1409-01 	55 																	flaciatas, pauci, valoris 	3
1409-01 	56 				pulvinar 								bonum 						1
1409-01 	57 				pulvinaria 	alia 							illacerata 						1
1409-01 	58 				relham 														1
1409-01 	59 				ayssadas 						magnas 								1
1409-01 	60 				ayssadam 						parvam 								1
1409-01 	61 										parvos 							ad selcloridum??, ayssadonos 	2
1409-01 	62 				tripedes 														1
1409-01 	63 				graticulam 														1
1409-01 	64 				sartaginem 														1
1409-01 	65 				crucibola 														1
1409-01 	66 				cubertellas 			ferri 											1
1409-01 	67 				astiles 			ferri 											1
1409-01 	69 				broquos 														1
1409-01 	70 				scandallum 														1
1409-01 	71 				cartaletos 														1
1409-01 	72 				gavedetam 														1
1409-01 	73 				clame? 														1
1409-01 	74 				tortoyrieras 														1
1409-01 	75 				olas 						terre 		novas 						1
1409-01 	76 				platos 			fustes 			magnos 								1
1409-01 	77 							fuste 										duodenam, platelletarum 	2
1409-01 	78 					aliam 		fuste 										duodenam, scissoriorum 	2
1409-01 	79 				sausserios 			fuste 											1
1409-01 	80 				scutellas 						terre 								1
1409-01 	81 				grazillam 														1
1409-01 	82 				cloquearia 			fuste 											1
1409-01 	83 				barrale 			fuste 											1
1409-01 	84 				trissonos 			fuste 											1
1409-01 	85 					trium 		corey 										botam, cart., circa 	3
1409-01 	86 					unius 						canne 						mapam, planam 	2
1409-01 	87 					unus 						canne 						circa, manutergium, medie 	3
1409-01 	88 					unius 						canne 						circa, et, mapam, medie 	4
1409-01 	89 					aliam 												mapam, pauci, valoris 	3
1409-01 	90 				tinam 	bugaderiam 													1
1409-01 	91 				barrilam 														1
1409-01 	92 				banastam 	bugaderiam 													1
1409-01 	93 								cum tabulonis 									mensale, tabulam 	2
1409-01 	94 				banquos 			fuste 											1
1409-01 	95 											de livido 						mantam, quale, tale 	3
1409-01 	96 				pitalfos 						terre 								1
1409-01 	97 				securin 								bonam 						1
1409-01 	98 				securin 	aliam 							bonam, debilem 						1
1409-01 	99 																	cayssetam, pauci, valoris 	3
1409-01 	100 				cruvellum 														1
1409-01 	101 																	enbutam, marinarum 	2
1409-01 	102 				sarrias 								vetulas 						1
1409-01 	103 																	lanternam, pauci, valoris 	3
1409-01 	104 					quodam 												Aycardi, cultellum, dicti, lateris 	4
1409-01 	106 																	bastum, munitum? 	2
1409-01 	107 																	lapidis, morterios 	2
1409-01 	110 																	carteriatam, vine... 	2
1409-01 	111 				... 	quandam 					terram 								1
1409-01 	112 																	orti..., tabulas 	2
1409-02 	4 					aliud 												hospicium..., quoddam 	2
1409-02 	5 				vineam... 	quandam 													1
1409-02 	6 					unum 												..., ortum 	2
1409-02 	7 				ferraginem... 	quandam 													1
1409-02 	8 																	censuales..., reginales, solidos 	3
1409-02 	10 					octo, unam 					metretarum 							circa, vegetem, vel 	3
1409-02 	11 					aliam, septem 					metretarum 							circa, vegetem, vel 	3
1409-02 	12 				palium 	unum 		de sirico 			parvum 				listatum 				1
1409-02 	13 					unam 		de siricis, de sirico 				croceo, livido, rubeo 						altaris, cabatam, et, et, mappam 	5
1409-02 	14 					unam 		de sirico 										Clementis, Pape, ar, banderiam, de armis, domini 	6
1409-02 	15 				banderiam 	aliam 		de sirico 	cum clavibus ecclesie 										1
1409-02 	16 					unam 		de lino 				lividis 						cabatam, de listis, mappam 	3
1409-02 	17 					duarum, duos 												petiarum, quolibet, retaules 	3
1409-02 	18 								cum quatuor ymaginibus de vorio? 									de vorio?, oratorium, quoddam 	3
1409-02 	19 				candelabrum 			ferri 											1
1409-02 	20 				candelabrum 	aliud 		de fusta 											1
1409-02 	21 							pannum 				rubeum 						paramentum, quendam, sive 	3
1409-03 	6 					duarum, unum 					capacitatis, metretarum 							carratellum, circa, vel 	3
1409-03 	7 				clipeum? 	unum 													1
1409-03 	8 				bassachiam 	unam 							debilem 						1
1409-03 	9 				lodicem 	unum 							debilem 						1
1409-03 	10 				bancum 	unum 		fusteum 											1
1409-03 	11 					unum 												fabri, martellum 	2
1409-03 	12 				crucibolum 	unum 													1
1409-03 	13 					unam 			cum tabulonis pauci valoris 									mensalem, tabulam 	2
1409-03 	15 				tinellum 	unum 													1
1409-03 	16 					unam 								ad tenendum 				jarram, oleum 	2
1409-03 	17 				tripedem 	unum 													1
1409-03 	18 					unum 												Johannis, cartularium, dicti, magistri, quondam, rationum 	6
1409-03 	19 					quandam 					magnam 							Anthoni, Blacassi, arcam, domo, in 	5
1409-03 	20 					unum 		panni 	cum penna de vars 			rubey 						anticum, mantellum, mulieris 	3
1409-03 	21 				pulvinar 	unum 													1
1409-03 	22 					unam 				vacuam 	capacitatis, metretarum 							Johannis, Juvenis., botam, circa, domo, est, in, quo, vel, vinariam 	10
1409-03 	23 				cacobum 	unum 													1
1409-03 	24 				do[lum?] 	unum 													1
1409-03 	25 				tamisium 														1
1409-03 	27 																	..., hospicium, quoddam 	3
1409-03 	28 					aliud 												hospicium..., quoddam 	2
1409-03 	29 					duarum, quandam 												circa..., eminatarum?, ferraginem, vel 	4
1409-03 	30 					aliam, quandam, unius 												circa..., eminate?, ferraginem, vel 	4
1409-03 	31 					quandam, trium 					terram 							circa..., eminatarum?, vel 	3
1409-03 	32 					quandam 												carteriatarum, circa, vel, vineam 	4
1409-03 	33 					alios, unum 												inter, ortos, ortum, situm 	4
1409-03 	34 					quandam 												eminatarum, ferraginem 	2
1409-03 	35 					unum 												..., viridarium 	2
1409-03 	36 					duarum, quandam 												Errore, cancellatum, eminatarum..., ferraginem, fuerat, ideo, scriptum 	7
1409-03 	37 					unam 			cum certis olivariis 		terram 								0
1409-03 	38 				... 	quandam 					terram 								1
1409-03 	39 				cazale... 	unum 													1
1409-04 	6 					alia, una 			cum duobus taulonis 									de sapo, mensalis, tabula 	3
1409-04 	7 					alia 			cum taulonis 		parva 							mensalis, tabula 	2
1409-04 	8 								cum armis Monteolivarum 		parvi 							ad parandum, aulam, scuti, viginti 	4
1409-04 	9 					una 			cum timbro armeiato armis Monteolivorum 									picta, targata? 	2
1409-04 	10 				targeta 	alia, una 													1
1409-04 	11 					duabus 												annone, circa, circa, eminas, in, sachis, tele 	7
1409-04 	12 					aliis, duabus 												amigdalarum, circa, eminas, in, integrarum, quatuor, sachis, tele 	8
1409-04 	13 					duo 												coffini, palme 	2
1409-04 	14 					unum 					parvum 							modici, scannum, valoris 	3
1409-04 	15 				matalacium 	unum 		lane 											1
1409-04 	16 					aliud, duo, unum 					parvum 		bonum 					est, est, et, pulvinaria, quorum, satis 	6
1409-04 	17 					unum 		lane, pannum 	cum rosis rubeis circumcrota? 									armeiatum, et 	2
1409-04 	18 					unum 												oratorium, pictum 	2
1409-04 	19 				coffrum 	unum 			cum sera et clave vacuum latitudinis trium palmorum 				antiquum 						1
1409-04 	22 																	certe, et, scripture 	3
1409-04 	23 				capsia 	alia, una 			cum diversis ferramentis antiquis 				antiqua 						1
1409-04 	24 					unum 					parvum 		antiquis 					diversis, erant, in, instrumenta, instrumentis, plenum, quo, saculum, sunt 	9
1409-04 	25 					aliud 							antiquis 					instrumentis, plenum, saculum 	3
1409-04 	26 					aliud 					parvulum 		antiquis 					instrumentis, plenum, saculum 	3
1409-04 	27 				capsia 	alia, una 				vacua 			antiqua 						1
1409-04 	28 					una 												Blaquerie, ad mensurandum, bladum, de Monteolivo, dicitur, dicti, emina, esse, nobilis, que 	10
1409-04 	29 					alia 							antiqua 					capsia, fuerunt, in, qua, reperte, res, subscripte 	7
1409-04 	31 				platelleti 	due, sex 		stagni 			magni 								1
1409-04 	32 					alii, sex 		line, stagni 			parvi 							[brackets, above], ad magr, de modum, facti, include, platelleto, the 	8
